"STRESSOR_ID","STRESSOR_NAME","STRESSOR_USER_TERM","STRESSOR_PREFERRED_NAME","STRESSOR_DTXID","CAS_RN","STRESSOR_URL","OECD_STATUS","COMMENTS","STATUS"
"43","Organophosphates","Pinacolyl methylfluorophosphonate","Pinacolyl methylphosphonofluoridate","DTXSID2031906","96-64-0","https://aopwiki.org/stressors/43.json",,,
"45","Parathion","parathion","Parathion","DTXSID7021100","56-38-2","https://aopwiki.org/stressors/45.json",,,
"47","Prochloraz","N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]-1H-imidazole-1-carboxamide","Prochloraz","DTXSID4024270","67747-09-5","https://aopwiki.org/stressors/47.json",,,
"49","Resorcinol","Resorcinol","Resorcinol bis(diphenyl phosphate)","DTXSID8069197","57583-54-7","https://aopwiki.org/stressors/49.json",,,
"50","Rotenone","(2R,6aS,12aS)-1,2,6,6a,12,12a-hexahydro-2-isopropenyl-8,9-dimethoxychromeno[3,4-b]furo[2,3-h]chromen-6-one","Rotenone","DTXSID6021248","83-79-4","https://aopwiki.org/stressors/50.json",,,
"54","Trimethyltin chloride","trimethyltin chloride","Trimethyltin chloride","DTXSID6042496","1066-45-1","https://aopwiki.org/stressors/54.json",,,
"56","Ethylenethiourea","Ethylene thiourea","Ethylene thiourea","DTXSID5020601","96-45-7","https://aopwiki.org/stressors/56.json",,,
"60","Retinol","Retinol","Retinol","DTXSID3023556","68-26-8","https://aopwiki.org/stressors/60.json",,,
"62","Benzidine","Benzidine","Benzidine","DTXSID2020137","92-87-5","https://aopwiki.org/stressors/62.json",,,
"65","Di(2-ethylhexyl) phthalate","Di(2-ethylhexyl) phthalate","Di(2-ethylhexyl) phthalate","DTXSID5020607","117-81-7","https://aopwiki.org/stressors/65.json",,,
"67","Nitrate","Nitrate","Nitrate","DTXSID5024217","14797-55-8","https://aopwiki.org/stressors/67.json",,,
"70","Troglitazone","Troglitazone","Troglitazone","DTXSID8023719","97322-87-7","https://aopwiki.org/stressors/70.json",,,
"74","2,2',4,4'-Tetrahydroxybenzophenone","2,2',4,4'-Tetrahydroxybenzophenone","2,2',4,4'-Tetrahydroxybenzophenone","DTXSID5041306","131-55-5","https://aopwiki.org/stressors/74.json",,,
"77","4-Nonylphenol","4-Nonylphenol","4-Nonylphenol","DTXSID5033836","104-40-5","https://aopwiki.org/stressors/77.json",,,
"82","Ibuprofen","Ibuprofen","Ibuprofen","DTXSID5020732","15687-27-1","https://aopwiki.org/stressors/82.json",,,
"83","Emamectin benzoate","Emamectin benzoate","Emamectin benzoate","DTXSID0034566","155569-91-8","https://aopwiki.org/stressors/83.json",,,
"88","Tetraconazole","Tetraconazole","Tetraconazole","DTXSID8034956","112281-77-3","https://aopwiki.org/stressors/88.json",,,
"90","Oxytetracycline hydrochloride","Oxytetracycline hydrochloride","Oxytetracycline hydrochloride","DTXSID5021097","2058-46-0","https://aopwiki.org/stressors/90.json",,,
"98","Zonisamide","Zonisamide","Zonisamide","DTXSID9046023","68291-97-4","https://aopwiki.org/stressors/98.json",,,
"100","2,4-dinitrotoluene","2,4-dinitrotoluene","2,4-Dinitrotoluene","DTXSID0020529","121-14-2","https://aopwiki.org/stressors/100.json",,,
"102","2-amino-4,6-dinitrotoluene","2-amino-4,6-dinitrotoluene","2-Amino-4,6-dinitrotoluene","DTXSID6044068","35572-78-2","https://aopwiki.org/stressors/102.json",,,
"104","Permethrin","Permethrin","Permethrin","DTXSID8022292","52645-53-1","https://aopwiki.org/stressors/104.json",,,
"106","Tralomethrin","Tralomethrin","Tralomethrin","DTXSID0024343","66841-25-6","https://aopwiki.org/stressors/106.json",,,
"137","Flutamide","Flutamide","Flutamide","DTXSID7032004","13311-84-7","https://aopwiki.org/stressors/137.json",,,
"141","Tembotrione","Tembotrione","Tembotrione","DTXSID5047037","335104-84-2","https://aopwiki.org/stressors/141.json",,,
"144","Thiamethoxam","Thiamethoxam","Thiamethoxam","DTXSID2034962","153719-23-4","https://aopwiki.org/stressors/144.json",,,
"150","Hexachlorobenzene","Hexachlorobenzene","Hexachlorobenzene","DTXSID2020682","118-74-1","https://aopwiki.org/stressors/150.json",,,
"154","Ethyl acetate","Ethyl acetate","Ethyl acetate","DTXSID1022001","141-78-6","https://aopwiki.org/stressors/154.json",,,
"157","Gabapentin","Gabapentin","Gabapentin","DTXSID0020074","60142-96-3","https://aopwiki.org/stressors/157.json",,,
"159","dibenzofuran","dibenzofuran","Dibenzofuran","DTXSID2021993","132-64-9","https://aopwiki.org/stressors/159.json",,,
"163","Tacrolimus (also FK506)","Tacrolimus","Tacrolimus","DTXSID5046354","104987-11-3","https://aopwiki.org/stressors/163.json",,,
"167","1',2'-dihydrorotenone","1',2'-dihydrorotenone","1',2'-Dihydrorotenone","DTXSID5041227","6659-45-6","https://aopwiki.org/stressors/167.json",,,
"173","Raloxifene","Raloxifene","Raloxifene","DTXSID3023550","84449-90-1","https://aopwiki.org/stressors/173.json",,,
"176","Diethylstilbestrol","Diethylstilbestrol","Diethylstilbestrol","DTXSID3020465","56-53-1","https://aopwiki.org/stressors/176.json",,,
"179","Reserpine","Reserpine","Reserpine","DTXSID7021237","50-55-5","https://aopwiki.org/stressors/179.json",,,
"181","Ketoprofen","Ketoprofen","Ketoprofen","DTXSID6020771","22071-15-4","https://aopwiki.org/stressors/181.json",,,
"184","Oxaprozin","Oxaprozin","Oxaprozin","DTXSID1045118","21256-18-8","https://aopwiki.org/stressors/184.json",,,
"186","Ketorolac Tromethamine","Ketorolac Tromethamine","Ketorolac tromethamine","DTXSID0045597","74103-07-4","https://aopwiki.org/stressors/186.json",,,
"188","Diflunisal","Diflunisal","Diflunisal","DTXSID5022932","22494-42-4","https://aopwiki.org/stressors/188.json",,,
"190","flunixin meglumine","flunixin meglumine","Flunixin meglumine","DTXSID1045584","42461-84-7","https://aopwiki.org/stressors/190.json",,,
"193","nimesulide","nimesulide","Nimesulide","DTXSID3037250","51803-78-2","https://aopwiki.org/stressors/193.json",,,
"195","Warfarin","Warfarin","Warfarin","DTXSID5023742","81-81-2","https://aopwiki.org/stressors/195.json",,,
"197","coumatetralyl","coumatetralyl","Coumatetralyl","DTXSID8041799","5836-29-3","https://aopwiki.org/stressors/197.json",,,
"200","pindone","pindone","Pindone","DTXSID1025930","83-26-1","https://aopwiki.org/stressors/200.json",,,
"204","Tetrahydrocannabinol","Tetrahydrocannabinol","Tetrahydrocannabinol","DTXSID6021327","1972-08-3","https://aopwiki.org/stressors/204.json",,,
"206","Nafenopin","Nafenopin","Nafenopin","DTXSID8020911","3771-19-5","https://aopwiki.org/stressors/206.json",,,
"208","Gemfibrozil","Gemfibrozil","Gemfibrozil","DTXSID0020652","25812-30-0","https://aopwiki.org/stressors/208.json",,,
"210","Bezafibrate","Bezafibrate","Bezafibrate","DTXSID3029869","41859-67-0","https://aopwiki.org/stressors/210.json",,,
"212","iopanoic acid","iopanoic acid","Iopanoic acid","DTXSID6023159","96-83-3","https://aopwiki.org/stressors/212.json",,,
"263","Meclofenamic acid","Meclofenamic acid","Meclofenamic acid","DTXSID0048559","644-62-2","https://aopwiki.org/stressors/263.json",,,
"267","5alpha-Dihydrotestosterone","5alpha-Dihydrotestosterone","5alpha-Dihydrotestosterone","DTXSID9022364","521-18-6","https://aopwiki.org/stressors/267.json",,,
"284","Aristolochic acid","Aristolochic acid","Aristolochic acid","DTXSID0040969","313-67-7","https://aopwiki.org/stressors/284.json",,,
"287","Propiconazole","Propiconazole","Propiconazole","DTXSID8024280","60207-90-1","https://aopwiki.org/stressors/287.json",,,
"289","Miconazole","Miconazole","Miconazole","DTXSID6023319","22916-47-8","https://aopwiki.org/stressors/289.json",,,
"291","Voriconazole","Voriconazole","Voriconazole","DTXSID5046485","137234-62-9","https://aopwiki.org/stressors/291.json",,,
"331","Polymyxin B","Polymyxin B","Polymyxin B","DTXSID1048467","1404-26-8","https://aopwiki.org/stressors/331.json",,,
"335","Cadmium","Cadmium","Cadmium","DTXSID1023940","7440-43-9","https://aopwiki.org/stressors/335.json",,,
"337","Bleomycin","Bleomycin","Bleomycin","DTXSID1030862","11056-06-7","https://aopwiki.org/stressors/337.json",,,
"341","Butyrate","Butyrate","Butyrate","DTXSID8040432","461-55-2","https://aopwiki.org/stressors/341.json",,,
"342","Trichostatin A","Trichostatin A","Trichostatin A","DTXSID6037063","58880-19-6","https://aopwiki.org/stressors/342.json",,,
"347","Polycyclic aromatic hydrocarbons","Polycyclic aromatic hydrocarbons","Polycyclic aromatic hydrocarbons","DTXSID3044043","NOCAS_44043","https://aopwiki.org/stressors/347.json",,,
"351","Halothane","Halothane","Halothane","DTXSID4025371","151-67-7","https://aopwiki.org/stressors/351.json",,,
"353","Methoxyflurane","Methoxyflurane","Methoxyflurane","DTXSID7025556","76-38-0","https://aopwiki.org/stressors/353.json",,,
"356","Chlorzoxazone","Chlorzoxazone","Chlorzoxazone","DTXSID9022813","95-25-0","https://aopwiki.org/stressors/356.json",,,
"358","Isoniazid","Isoniazid","Isoniazid","DTXSID8020755","54-85-3","https://aopwiki.org/stressors/358.json",,,
"361","2,5-Hexanedione","2,5-Hexanedione","2,5-Hexanedione","DTXSID8030138","110-13-4","https://aopwiki.org/stressors/361.json",,,
"365","Nitrogen mustard","Nitrogen mustard","Nitrogen mustard","DTXSID2020975","51-75-2","https://aopwiki.org/stressors/365.json",,,
"368","Nikkomycins","Nikkomycins","Nikkomycins","DTXSID5058436","59456-70-1","https://aopwiki.org/stressors/368.json",,,
"371","Diflubenzuron","Diflubenzuron","Diflubenzuron","DTXSID1024049","35367-38-5","https://aopwiki.org/stressors/371.json",,,
"376","Lipopolysaccharride","Lipopolysaccharride","Lipopolysaccharride","DTXSID4036695","NOCAS_36695","https://aopwiki.org/stressors/376.json",,,
"381","Mercury chloride","Mercury chloride","Mercury chloride","DTXSID40858724","51312-24-4","https://aopwiki.org/stressors/381.json",,,
"384","Felodipine","Felodipine","Felodipine","DTXSID4023042","72509-76-3","https://aopwiki.org/stressors/384.json",,,
"386","Nimodipine","Nimodipine","Nimodipine","DTXSID5023370","66085-59-4","https://aopwiki.org/stressors/386.json",,,
"388","Diltiazem","Diltiazem","Diltiazem","DTXSID9022940","42399-41-7","https://aopwiki.org/stressors/388.json",,,
"390","Norfloxacin","Norfloxacin","Norfloxacin","DTXSID7037680","70458-96-7","https://aopwiki.org/stressors/390.json",,,
"395","Antimycin A","Antimycin A","Antimycin A","DTXSID9032325","1397-94-0","https://aopwiki.org/stressors/395.json",,,
"423","Entacapone","Entacapone","Entacapone","DTXSID5046439","130929-57-6","https://aopwiki.org/stressors/423.json",,,
"428","BMS 345541","BMS 345541","BMS 345541","DTXSID70203243","547757-23-3","https://aopwiki.org/stressors/428.json",,,
"431","Sulindac","Sulindac","Sulindac","DTXSID4023624","38194-50-2","https://aopwiki.org/stressors/431.json",,,
"432","Aspirin","Aspirin","Aspirin","DTXSID5020108","50-78-2","https://aopwiki.org/stressors/432.json",,,
"434","Sulforaphane","Sulforaphane","Sulforaphane","DTXSID8036732","4478-93-7","https://aopwiki.org/stressors/434.json",,,
"443","Decitabine","Decitabine","Decitabine","DTXSID7030432","2353-33-5","https://aopwiki.org/stressors/443.json",,,
"446","Hydralazine hydrochloride","Hydralazine hydrochloride","Hydralazine hydrochloride","DTXSID1044645","304-20-1","https://aopwiki.org/stressors/446.json",,,
"455","Potassium bromate","Potassium bromate","Potassium bromate","DTXSID6020195","7758-01-2","https://aopwiki.org/stressors/455.json",,,
"456","Cadmium chloride","Cadmium chloride","Cadmium chloride","DTXSID6020226","10108-64-2","https://aopwiki.org/stressors/456.json",,,
"464","Paclobutrazol","Paclobutrazol","Paclobutrazol","DTXSID2024242","76738-62-0","https://aopwiki.org/stressors/464.json",,,
"465","nitrofen","Nitrofen","Nitrofen","DTXSID7020970","1836-75-5","https://aopwiki.org/stressors/465.json",,,
"480","CHIR-99021","CHIR-99021","CHIR-99021","DTXSID90179931","252917-06-9","https://aopwiki.org/stressors/480.json",,,
"486","minocycline","Minocycline","Minocycline","DTXSID1045033","10118-90-8","https://aopwiki.org/stressors/486.json",,,
"546","Malathion","Malathion","Malathion","DTXSID4020791","121-75-5","https://aopwiki.org/stressors/546.json",,,
"548","Triphenyl phosphate","Triphenyl phosphate","Triphenyl phosphate","DTXSID1021952","115-86-6","https://aopwiki.org/stressors/548.json",,,
"552","furan","Furan","Furan","DTXSID6020646","110-00-9","https://aopwiki.org/stressors/552.json",,,
"555","Simvastatin","Simvastatin","Simvastatin","DTXSID0023581","79902-63-9","https://aopwiki.org/stressors/555.json",,,
"557","Triticonazole","Triticonazole","Triticonazole","DTXSID0032655","131983-72-7","https://aopwiki.org/stressors/557.json",,,
"560","Cyproterone acetate","Cyproterone acetate","Cyproterone acetate","DTXSID5020366","427-51-0","https://aopwiki.org/stressors/560.json",,,
"562","p,p'-DDE","p,p'-DDE","p,p'-DDE","DTXSID9020374","72-55-9","https://aopwiki.org/stressors/562.json",,,
"564","Linuron","Linuron","Linuron","DTXSID2024163","330-55-2","https://aopwiki.org/stressors/564.json",,,
"567","Dicyclohexyl phthalate","Dicyclohexyl phthalate","Dicyclohexyl phthalate","DTXSID5025021","84-61-7","https://aopwiki.org/stressors/567.json",,,
"573","Beclomethasone dipropionate monohydrate","Beclomethasone dipropionate monohydrate","Beclomethasone dipropionate monohydrate","DTXSID00227831","77011-63-3","https://aopwiki.org/stressors/573.json",,,
"578","Glycyrrhizin","Glycyrrhizin","Glycyrrhizin","DTXSID8047006","1405-86-3","https://aopwiki.org/stressors/578.json",,,
"583","4-Hydroxytamoxifen","4-Hydroxytamoxifen","4-Hydroxytamoxifen","DTXSID3037094","68392-35-8","https://aopwiki.org/stressors/583.json",,,
"650","Methyl parathion","Methyl parathion","Methyl parathion","DTXSID1020855","298-00-0","https://aopwiki.org/stressors/650.json",,,
"656","Acetaldehyde","Acetaldehyde","Acetaldehyde","DTXSID5039224","75-07-0","https://aopwiki.org/stressors/656.json",,,
"658","Sulfur dioxide","Sulfur dioxide","Sulfur dioxide","DTXSID6029672","7446-09-5","https://aopwiki.org/stressors/658.json",,,
"661","Nitric oxide","Nitric oxide","Nitric oxide","DTXSID1020938","10102-43-9","https://aopwiki.org/stressors/661.json",,,
"665","Bis(2,4,6-trimethylphenyl)-lambda~2~-germane--selenium (1/1)","Bis(2,4,6-trimethylphenyl)-lambda~2~-germane--selenium (1/1)","Bis(2,4,6-trimethylphenyl)-lambda~2~-germane--selenium (1/1)","DTXSID10556604","115385-04-1","https://aopwiki.org/stressors/665.json",,,
"670","1,2,5,6,9,10-Hexabromocyclododecane","1,2,5,6,9,10-Hexabromocyclododecane","1,2,5,6,9,10-Hexabromocyclododecane","DTXSID4027527","3194-55-6","https://aopwiki.org/stressors/670.json",,,
"672","Food deprivation","Food deprivation","Food deprivation","DTXSID7035060","NOCAS_35060","https://aopwiki.org/stressors/672.json",,,
"680","Cholesterol","Cholesterol","Cholesterol","DTXSID3022401","57-88-5","https://aopwiki.org/stressors/680.json",,,
"683","(~13~C,~15~N_2_)Cyanamide","(~13~C,~15~N_2_)Cyanamide","(~13~C,~15~N_2_)Cyanamide","DTXSID90745933","87009-57-2","https://aopwiki.org/stressors/683.json",,,
"687","Butylate","Butylate","Butylate","DTXSID7023936","2008-41-5","https://aopwiki.org/stressors/687.json",,,
"710","Geldanamycin","Geldanamycin","Geldanamycin","DTXSID7042691","NOCAS_42691","https://aopwiki.org/stressors/710.json",,,
"713","Chromium","Chromium","Chromium","DTXSID3031022","7440-47-3","https://aopwiki.org/stressors/713.json",,,
"721","Manganese","Manganese","Manganese","DTXSID2024169","7439-96-5","https://aopwiki.org/stressors/721.json",,,
"723","Zinc","Zinc","Zinc","DTXSID7035012","7440-66-6","https://aopwiki.org/stressors/723.json",,,
"734","Clomiphene citrate (1:1)","Clomiphene citrate (1:1)","Clomiphene citrate (1:1)","DTXSID8020337","50-41-9","https://aopwiki.org/stressors/734.json",,,
"738","Uranium, soluble salts","Uranium, soluble salts","Uranium, soluble salts","DTXSID7024374","NOCAS_24374","https://aopwiki.org/stressors/738.json",,,
"745","Fumonisin B1","Fumonisin B1","Fumonisin B1","DTXSID6020644","116355-83-0","https://aopwiki.org/stressors/745.json",,,
"746","Vismodegib","Vismodegib","Vismodegib","DTXSID40236689","879085-55-9","https://aopwiki.org/stressors/746.json",,,
"748","Cyclopamine","Cyclopamine","Cyclopamine","DTXSID6043709","4449-51-8","https://aopwiki.org/stressors/748.json",,,
"756","GANT61","GANT61","GANT61","DTXSID50329591","500579-04-4","https://aopwiki.org/stressors/756.json",,,
"2","(2-ethylhexyl) hydrogen phthalate","(2-ethylhexyl) hydrogen phthalate","MEHP","DTXSID2025680","4376-20-9","https://aopwiki.org/stressors/2.json",,,
"3","1-Methylsulfonyloxyethane","62-50-0","Ethyl methanesulfonate","DTXSID6025309","62-50-0","https://aopwiki.org/stressors/3.json",,,
"4","17beta-Estradiol","Estradiol 17B","17beta-Estradiol","DTXSID0020573","50-28-2","https://aopwiki.org/stressors/4.json",,,
"5","17beta-Trenbolone","17BETA-TRENBOLONE","17beta-Trenbolone","DTXSID0034192","10161-33-8","https://aopwiki.org/stressors/5.json",,,
"6","2(3H)-Benzothiazolethione",,,,,"https://aopwiki.org/stressors/6.json",,,
"7","2-mercaptobenzothiazole","benzothiazole-2-thiol","2-Mercaptobenzothiazole","DTXSID1020807","149-30-4","https://aopwiki.org/stressors/7.json",,,
"8","Aceytlsalicylic acid","Acetylsalicylic acid","Aspirin","DTXSID5020108","50-78-2","https://aopwiki.org/stressors/8.json",,,
"9","Allyl Alcohol","allyl alcohol","Allyl alcohol","DTXSID8020044","107-18-6","https://aopwiki.org/stressors/9.json",,,
"10","Benzo(k)fluoranthene","benzo[k]fluoranthene","Benzo(k)fluoranthene","DTXSID0023909","207-08-9","https://aopwiki.org/stressors/10.json",,,
"11","Bis(2-ethylhexyl) phthalate","bis(2-ethylhexyl) phthalate","Di(2-ethylhexyl) phthalate","DTXSID5020607","117-81-7","https://aopwiki.org/stressors/11.json",,,
"12","Butyl 4-hydroxybenzoate","butyl 4-hydroxybenzoate","Butylparaben","DTXSID3020209","94-26-8","https://aopwiki.org/stressors/12.json",,,
"13","Carbon tetrachloride","carbon tetrachloride","Carbon tetrachloride","DTXSID8020250","56-23-5","https://aopwiki.org/stressors/13.json",,,
"14","Dibutyl phthalate","dibutyl phthalate","Dibutyl phthalate","DTXSID2021781","84-74-2","https://aopwiki.org/stressors/14.json",,,
"15","Diclofenac sodium","Diclofenac sodium","Diclofenac sodium","DTXSID3037208","15307-79-6","https://aopwiki.org/stressors/15.json",,,
"16","Diethyl nitrosamine","55-18-5","N-Nitrosodiethylamine","DTXSID2021028","55-18-5","https://aopwiki.org/stressors/16.json",,,
"17","Diethyl sulfate","diethyl sulphate","Diethyl sulfate","DTXSID1024045","64-67-5","https://aopwiki.org/stressors/17.json",,,
"19","Dimethyl sulfate","dimethyl sulphate","Dimethyl sulfate","DTXSID5024055","77-78-1","https://aopwiki.org/stressors/19.json",,,
"21","Domoic acid","Domoic Acid","L-Domoic acid","DTXSID20274180","14277-97-5","https://aopwiki.org/stressors/21.json",,,
"23","Ethyl nitrosourea","759-73-9","1-Ethyl-1-nitrosourea","DTXSID8020593","759-73-9","https://aopwiki.org/stressors/23.json",,,
